entry.id,jurisdiction,intervention.category,intervention.type,primary.source.news.release.or.specific.resource,secondary.source,action,level,indigenous.population.group,date.announced,date.implemented,intervention.who,intervention.what,effective.until
QC705,Que.,Distancing,Distancing — gatherings,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-le-couvre-feu-repousse-a-21-h-30-en-zone-rouge-des-demain-872323811.html,Not applicable,Easing,Regional,FALSE,2021-03-16,2021-03-26,Minister of health and social services,"Announced that for the regions of Gaspésie–Îles-de-la Madeleine, Côte-Nord and Nord-du-Québec, gatherings will be permitted in homes and on private land, but limited to occupants of 2 residences",
QC706,Que.,Openings,Openings — non-essential services,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-le-couvre-feu-repousse-a-21-h-30-en-zone-rouge-des-demain-872323811.html,Not applicable,Easing,Regional,FALSE,2021-03-16,2021-03-26,Minister of health and social services,"Announced that for the regions of Gaspésie–Îles-de-la Madeleine, Côte-Nord and Nord-du-Québec, occupants of (at most) 2 private residences may share a table in restaurants; permitted bars and microbreweries to reopen subject to conditions; permitted centres of worship to have a maximum of 250 people (except for funerals and weddings, which can accommodate a maximum of 50 people)",
QC708,Que.,Vaccine,Vaccine — population to be vaccinated,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2701/,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-03-17,2021-04-01,Minister of health and social services,"Announced that individuals with disabilities living in intermediate or family-type resources (RI-RTF), continuous assistance resources (RAC) or a facility with an agreement with established health and social services networks will be vaccinated starting Apr.",
QC709,Que.,Openings,Openings — education,https://www.newswire.ca/fr/news-releases/pandemie-de-covid-19-activites-sportives-et-recreatives-en-zone-jaune-la-ministre-isabelle-charest-precise-les-directives-en-vigueur-878194732.html,Not applicable,Easing,Regional,FALSE,2021-03-18,2021-03-26,Minister of health and social services,"Announced that for the regions of Gaspésie–Îles-de-la Madeleine, Côte-Nord and Nord-du-Québec, extracurricular activities with students from different classes will be permitted; outside, activities with brief contacts can be practised with a maximum of 12 students; indoors, non-contact extracurricular activities can also be practised with a maximum of 12 students",
QC710,Que.,Openings,Openings — recreation,https://www.newswire.ca/fr/news-releases/pandemie-de-covid-19-activites-sportives-et-recreatives-en-zone-jaune-la-ministre-isabelle-charest-precise-les-directives-en-vigueur-878194732.html,Not applicable,Easing,Regional,FALSE,2021-03-18,2021-03-26,Minister of health and social services,"Announced that for the regions of Gaspésie–Îles-de-la Madeleine, Côte-Nord and Nord-du-Québec, the limit of the number of people who can participate in the same outdoor sporting activity is set at 12; close, short-term and infrequent contact and team sports will be permitted between participants; indoor contactless activities are permitted by occupants of the same private residence or by a maximum of 12 people with mandatory supervision in all public places",
QC713,Que.,Health workforce,Health workforce — safety guidelines,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2596/,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-01-28,,Minister of health and social services,Announced recommendations for health care workers to wear N95 masks in all care settings including living environments in long-term care centres to reduce risk of aerosol contamination; the N95 mask was previously reserved only for medical procedures generating aerosols,
QC714,Que.,Health workforce,Health workforce — change in practice,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2021-005-anglais.pdf?1611926100,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-01-28,2021-01-28,Minister of health and social services,"Announced that in addition to health care staff who are allowed to administer vaccines, nurses, candidates for the nursing profession, nursing externs, nursing assistants and candidates for the profession of nursing assistant employed by a health and social services institution are authorized to mix substances without a prescription in order to complete the preparation of a COVID-19 vaccine; these health care workers must also have completed a training recognized by the ministry for this purpose",
QC715,Que.,Health workforce,Health workforce — safety guidelines,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2664/,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-02-26,,Minister of health and social services,Announced that rapid tests will be used for recurrent screening of health care workers in contact with vulnerable patients,
QC716,Que.,Health workforce,Health workforce — safety guidelines,https://www.msss.gouv.qc.ca/professionnels/vaccination/vaccination-outils-formation/formation/#formation-covid-19,Not applicable,Not applicable,Provincial/territorial,FALSE,,,Minister of health and social services,Offered free training to all health professionals authorized to administer the vaccine,
QC717,Que.,Health workforce,Health workforce — licence reinstatement/reclassification,https://opdq.org/covid-19-informations-pour-le-public/covid-19-autorisations-speciales/,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-01-11,,Ordre professionnel des diététistes du Québec,Announced modification to temporary registration criteria for retired dietitians willing to assist with COVID-19 screening and vaccination,
QC718,Que.,Health workforce,Health workforce — change in practice,https://www.oeq.org/a-propos-de-l-ordre/salle-de-presse/actualites/190-covid-19-mise-a-jour-au-26-janvier-ouverture-des-cliniques-dergotherapie-durant-le-couvre-feu.html,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-01-25,,Ordre des ergothérapeutes du Québec,Authorized occupational therapists to work past curfew hours in urgent cases,
QC719,Que.,Health workforce,Health workforce — licence reinstatement/reclassification,http://www.cmq.org/nouvelle/en/reinscription-medecins-retraites-pandemie.aspx,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-03-02,,Collège des médecins du Québec,Announced modification to temporary registration criteria for retired physicians willing to assist in the COVID-19 vaccination,
QC720,Que.,Health workforce,Health workforce — change in practice,https://www.opiq.qc.ca/membres/retour-a-la-pratique/etat-durgence-sanitaire-covid-19/non-actif-au-tableau-ou-ancien-membre-de-5-ans/,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-02-02,2021-01-28,Ordre professionnel des inhalothérapeutes du Québec,Authorized respiratory therapists to mix substances to complete the preparation of a vaccine against COVID-19,
QC721,Que.,Health workforce,Health workforce — licence reinstatement/reclassification,https://www.opiq.qc.ca/membres/retour-a-la-pratique/etat-durgence-sanitaire-covid-19/non-actif-au-tableau-ou-ancien-membre-de-5-ans/,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-01-28,,Ordre professionnel des inhalothérapeutes du Québec,Announced modification to temporary registration criteria for retired respiratory therapists willing to assist in the COVID-19 vaccination,
QC722,Que.,Vaccine,Vaccine — population to be vaccinated,https://www.inspq.qc.ca/publications/3085-groupes-prioritaires-vaccination-covid,Not applicable,Not applicable,Provincial/territorial,FALSE,2020-12-07,2020-12-07,Institut national de santé publique du Québec,Announced a 12-level order of priority of groups for vaccination; long-term care home residents and health care workers will be prioritized,
QC723,Que.,Vaccine,Vaccine — implementation plans and frameworks,https://www.cbc.ca/news/canada/montreal/quebec-covid-vaccine-plan-1.5873211,https://globalnews.ca/news/7576475/quebec-coronavirus-covid-19-vaccination-second-doses-90-days/,Not applicable,Provincial/territorial,FALSE,2021-01-14,2021-01-14,Minister of health and social services,Announced that the province’s vaccination strategy is to administer the 2nd COVID-19 vaccine dose within 42 to 90 days after the 1st dose,
QC724,Que.,Vaccine,Vaccine — population to be vaccinated,Not applicable,https://www.lapresse.ca/covid-19/2021-02-23/vaccination-au-quebec/pret-pour-le-decollage.php,Not applicable,Provincial/territorial,FALSE,2021-02-23,2021-03-01,Minister of health and social services,"Announced that residents age 80 and older living in the community are now eligible for vaccination; in Montréal, residents 70 to 79 will also receive vaccines",
QC725,Que.,Vaccine,Vaccine — population to be vaccinated,Not applicable,https://www.tvanouvelles.ca/2021/03/17/les-handicapes-en-milieu-dhebergement-vaccines-en-avril,Not applicable,Provincial/territorial,FALSE,2021-03-17,2021-03-17,Minister of health and social services,"Announced that some people with a physical disability, an intellectual disability or an autism spectrum disorder will be prioritized for vaccination against COVID-19; this applies to those people living in residences with continuous assistance and in facilities that have an agreement with a health and social services network institution",
QC726,Que.,Vaccine,Vaccine — population to be vaccinated,Not applicable,https://montreal.ctvnews.ca/covid-19-vaccination-open-to-people-65-and-over-across-quebec-1.5353733,Not applicable,Provincial/territorial,FALSE,2021-03-19,2021-03-19,Minister of health and social services,Announced that residents age 65 and older are now eligible for vaccination,
QC727,Que.,Vaccine,Vaccine — phase changes and milestones,Not applicable,https://www.cbc.ca/news/canada/north/cree-vaccination-covid-19-mistissini-1.5862376,Not applicable,Provincial/territorial,TRUE,2021-01-07,2021-01-07,Minister of health and social services,Announced that 1st doses for Cree communities will begin the following week,
SK235,Sask.,Vaccine,Vaccine — population to be vaccinated,https://www.saskatchewan.ca/government/news-and-media/2021/february/09/saskatchewan-releases-covid-19-vaccination-delivery-plan,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-02-09,,Government of Saskatchewan,"Announced COVID-19 Immunization Delivery Plan for Phase 2; vaccination sequencing will focus on the general population in 10-year increments, starting with ages 60 to 69",
SK236,Sask.,Case management,Case management — other,https://www.saskatchewan.ca/government/news-and-media/2021/february/25/saskatchewan-expanding-rapid-testing-kit-use,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-02-25,,Government of Saskatchewan,"Announced a new strategy to deploy more than 700,000 rapid point-of-care tests in various settings throughout the province",
SK238,Sask.,Public information,Public information — launch of web page/resource,https://www.saskhealthauthority.ca/news/stories/Pages/2021/January/Tackling-misinformation.aspx,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-01-18,2021-01-18,Sasktachewan Health Authority,Launched a new web page to tackle the daily misinformation regarding COVID-19,
SK239,Sask.,Health services,Health services — visitors,https://www.saskatchewan.ca/-/media/files/coronavirus/public-health-measures/public-health-orders/additional-public-health-order-face-coverings-january-12-2021.pdf,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-01-12,2021-01-12,Ministry of Health,Restricted visitation in special-care homes to those visiting for compassionate reasons,
SK240,Sask.,Health workforce,Health workforce — change in practice,https://www.saskatchewan.ca/government/news-and-media/2021/february/22/saskatchewan-pharmacists-key-partner-in-the-covid-19-immunization-plan,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-02-22,2021-03-01,Government of Saskatchewan,,
SK241,Sask.,Public information,Public information — launch of web page/resource,https://www.saskhealthauthority.ca/news/stories/Pages/2021/March/Fact-Check-COVID-19-vaccination.aspx,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-03-05,2021-03-05,Saskatchewan Health Authority,Released a fact sheet for COVID-19 vaccines based on common questions from Facebook and Twitter pages,
