"Region","Class","Province","HR","Index_of_remoteness","Area_sq_km","Population","Dwellings","Households","Cpls_w_0_ch","Cpls_w_children","Cpls_w_1_ch","Cpls_w_2_ch","Cpls_w_3_or_more_ch","Sgls_w_ch","Sgls_w_1_ch","Sgls_w_2_ch","Sgls_w_3_or_more_ch","Not_in_families","Commute_wi_CSD","Commute_wi_CD_not_CSD","Commute_wi_prov_not_CD","Commute_extra_prov","Population_Density","MIZ_score"
"Fosston","None","Saskatchewan","Kelsey Trail Regional Health Authority","0.4578",0.58567,45,35,24,10,5,0,0,0,5,5,0,0,15,0,10,0,0,76.8,0
"Pleasantdale","None","Saskatchewan","Kelsey Trail Regional Health Authority","0.3493",0.55661,76,37,37,15,5,0,0,0,0,5,0,0,15,0,35,20,0,136.6,0
"Mistatim","None","Saskatchewan","Kelsey Trail Regional Health Authority","0.4621",0.4711,101,48,45,20,10,5,5,0,10,5,0,0,15,0,20,0,0,214.4,0
"Star City No. 428","None","Saskatchewan","Kelsey Trail Regional Health Authority","0.3346",842.66064,918,331,315,130,105,35,30,40,15,15,5,0,75,0,270,10,10,1.1,0
"Valparaiso","None","Saskatchewan","Kelsey Trail Regional Health Authority","0.3406",0.69371,15,11,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6,0
"Ridgedale","None","Saskatchewan","Kelsey Trail Regional Health Authority","0.449",0.71827,55,41,29,10,5,0,0,0,5,5,0,0,15,NA,NA,NA,NA,76.6,0
"Arborfield No. 456","None","Saskatchewan","Kelsey Trail Regional Health Authority","0.4624",1425.11266,343,165,144,60,45,20,15,10,5,5,0,0,40,0,100,0,0,0.2,0
"Arborfield","None","Saskatchewan","Kelsey Trail Regional Health Authority","0.4551",0.87991,312,146,135,55,30,20,5,5,10,5,5,0,55,65,20,10,0,354.6,0
"Moose Range No. 486","None","Saskatchewan","Kelsey Trail Regional Health Authority","0.4727",2611.53842,1000,417,371,135,155,55,55,40,20,10,5,0,85,10,230,10,10,0.4,0
"Tobin Lake","None","Saskatchewan","Kelsey Trail Regional Health Authority","0.4723",3.7665,89,142,40,25,10,0,5,0,5,0,0,0,5,0,20,0,0,49.1,0
"Carrot River","None","Saskatchewan","Kelsey Trail Regional Health Authority","0.4626",1.82128,973,467,430,135,95,40,40,20,40,15,20,0,180,270,105,15,0,534.2,0
"Aylsham","None","Saskatchewan","Kelsey Trail Regional Health Authority","0.4631",0.48284,65,44,40,10,5,0,0,0,0,5,0,0,25,10,0,0,0,134.6,0
"Codette","None","Saskatchewan","Kelsey Trail Regional Health Authority","0.4273",0.36711,198,105,103,40,15,10,5,5,10,5,0,0,40,0,100,0,0,539.2,0
"White Fox","None","Saskatchewan","Kelsey Trail Regional Health Authority","0.4285",0.85229,355,184,165,50,30,15,10,5,20,10,5,5,80,15,45,0,0,416.5,0
"Love","None","Saskatchewan","Kelsey Trail Regional Health Authority","0.4261",0.46316,50,30,25,5,5,5,0,5,5,5,0,0,15,0,30,0,0,108,0
"Choiceland","None","Saskatchewan","Kelsey Trail Regional Health Authority","0.421",1.118,359,204,184,45,30,10,15,5,20,10,5,5,95,45,45,10,0,321.1,0
"Smeaton","None","Saskatchewan","Kelsey Trail Regional Health Authority","0.3475",1.48052,182,90,73,35,15,5,5,0,5,0,0,0,25,10,10,25,0,122.9,0
"Red Earth 29","None","Saskatchewan","Kelsey Trail Regional Health Authority","0.5679",14.01704,334,82,61,15,35,10,5,25,25,15,0,15,25,10,20,0,0,23.8,0
"Kinistin 91","None","Saskatchewan","Kelsey Trail Regional Health Authority","0.4627",36.53267,321,90,82,5,35,10,5,20,35,20,10,10,40,10,0,30,10,8.8,0
"Yellow Quill 90-9","None","Saskatchewan","Kelsey Trail Regional Health Authority","0.4234",66.31894,50,15,14,5,5,0,0,0,5,5,0,0,5,0,0,0,0,0.8,0
"Carrot River 29A","None","Saskatchewan","Kelsey Trail Regional Health Authority","0.6035",7.95989,829,127,127,15,100,20,15,65,45,20,10,15,80,30,75,0,0,106.3,0
"Opaskwayak Cree Nation 27A","None","Saskatchewan","Kelsey Trail Regional Health Authority","0.5906",15.61362,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"St. Gregor","None","Saskatchewan","Saskatoon Regional Health Authority","0.3011",0.91475,97,48,42,15,15,10,5,5,5,0,0,0,20,10,15,0,0,106,0
"Annaheim","None","Saskatchewan","Saskatoon Regional Health Authority","0.3413",0.78086,210,94,87,25,25,15,5,5,5,0,0,0,35,55,35,0,0,268.9,0
"Aberdeen No. 373","CMA","Saskatchewan","Saskatoon Regional Health Authority","0.2154",711.66001,1379,558,466,165,225,70,100,55,20,10,5,0,100,20,40,485,0,2,5
"Aberdeen","CMA","Saskatchewan","Saskatoon Regional Health Authority","0.2595",1.97445,622,254,232,60,95,35,40,20,15,5,10,5,75,40,15,160,0,318.8,5
"Wakaw Lake","None","Saskatchewan","Saskatoon Regional Health Authority","0.3016",0.62485,72,108,32,20,10,0,5,0,0,0,0,0,5,0,25,10,0,115.2,0
"Pilger","None","Saskatchewan","Saskatoon Regional Health Authority","0.3385",0.51523,65,46,39,20,0,0,5,0,0,0,0,0,15,10,25,0,0,126.1,0
"St. Benedict","None","Saskatchewan","Saskatoon Regional Health Authority","0.3318",0.54749,84,53,43,15,10,5,0,0,0,5,0,0,20,10,10,0,0,156.2,0
"St. Brieux","None","Saskatchewan","Kelsey Trail Regional Health Authority","0.342",2.55048,667,247,232,55,95,25,45,35,10,5,5,0,85,285,10,10,15,261.5,0
"Beatty","None","Saskatchewan","Kelsey Trail Regional Health Authority","0.3283",0.81762,60,25,23,10,5,0,0,0,0,0,0,0,5,0,15,25,0,73.4,0
"Weldon","None","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3409",1.09759,197,93,77,35,10,0,5,5,15,15,0,0,20,0,50,15,0,179.5,0
"Weirdale","None","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3307",1.3646,50,27,23,5,5,0,0,0,5,5,5,0,5,NA,NA,NA,NA,36.6,0
"Paddockwood","None","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3463",0.64921,154,70,58,15,15,5,5,5,10,0,5,10,20,0,25,10,0,237.3,0
"One Arrow 95","None","Saskatchewan","Saskatoon Regional Health Authority","0.3245",56.43246,680,168,163,25,70,20,15,30,80,40,15,20,80,75,10,10,0,12.3,0
"One Arrow 95-1C","None","Saskatchewan","Saskatoon Regional Health Authority","0.2944",1.67526,10,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0
"Beardy's and Okemasis 96 and 97B","None","Saskatchewan","Saskatoon Regional Health Authority","0.3095",9.9104,28,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,0
"One Arrow 95-1D","None","Saskatchewan","Saskatoon Regional Health Authority","0.3174",1.77286,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"One Arrow 95-1A","None","Saskatchewan","Saskatoon Regional Health Authority","0.2967",1.29672,10,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,0
"Denholm","None","Saskatchewan","Prairie North Regional Health Authority","0.3013",0.3377,88,36,34,15,10,5,0,5,5,5,0,0,20,0,25,0,0,269.6,0
"Ruddell","None","Saskatchewan","Prairie North Regional Health Authority","0.2997",0.471,20,15,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.5,0
"Maymont","None","Saskatchewan","Prairie North Regional Health Authority","0.298",0.65893,138,78,65,20,15,5,5,5,5,5,0,0,25,10,25,15,10,209.4,0
"Krydor","None","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3043",0.82476,15,24,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2,0
"Speers","None","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.32",0.6858,60,34,26,10,5,0,5,0,0,0,0,0,25,10,10,0,0,87.5,0
"Richard","None","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3074",0.72901,20,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4,0
"Pebble Baye","None","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.341",0.74297,45,113,21,15,5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,60.6,0
"Parkside","None","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3184",0.91852,121,72,55,15,15,5,5,5,0,0,0,0,25,10,35,15,0,131.7,0
"Prince Albert National Park","None","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.4447",3949.82595,156,636,82,30,10,5,5,5,0,0,5,0,40,45,0,15,0,0,0
"Debden","None","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3519",1.3934,337,148,132,40,35,10,10,15,10,5,0,0,55,70,15,20,0,242.5,0
"Shell Lake","None","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3355",1.22552,175,231,95,40,5,5,5,0,10,5,0,0,45,0,15,10,0,142.8,0
"Big Shell","None","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.34",1.09769,48,111,26,15,0,0,0,0,0,0,0,0,5,0,0,0,0,43.7,0
"Echo Bay","None","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3377",0.79735,40,143,20,20,0,0,0,0,0,0,0,0,5,NA,NA,NA,NA,50.2,0
"Medstead","None","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.4208",0.67467,130,72,65,15,15,5,5,5,5,0,0,0,30,15,10,15,0,192.7,0
"Little Red River 106D","None","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3498",25.77902,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0
"Saulteaux 159A","None","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.5228",21.61467,26,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0
"Witchekan Lake 117","None","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.452",69.84096,325,80,73,5,20,5,5,15,40,20,5,15,70,15,30,0,0,4.7,0
"Chitek Lake 191","None","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.4746",35.16547,821,300,164,30,75,15,20,45,80,30,20,30,105,50,55,0,0,23.8,0
"Lucky Man","None","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3463",32.12482,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Muskeg Lake 102B","None","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3651",10.40165,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Pelican Lake 191B","None","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.4517",35.53628,50,19,11,0,10,5,5,0,5,5,0,0,5,0,10,0,0,1.4,0
"Witchekan Lake 117D","None","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.4488",13.77337,10,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0
"Muskeg Lake 102E","None","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3218",1.79168,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Muskeg Lake 102F","None","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3289",0.19646,20,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.8,0
"Muskeg Lake 102G","None","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3352",1.29415,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Muskeg Lake 102D","None","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3352",1.59605,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Sweet Grass 113-L6","None","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3271",5.07787,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Pelican Lake 191A","None","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.5336",28.36403,20,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0
"Cochin","None","Saskatchewan","Prairie North Regional Health Authority","0.3303",1.34681,148,442,80,50,5,0,0,0,5,5,0,0,20,0,10,25,0,109.9,0
"Aquadeo","None","Saskatchewan","Prairie North Regional Health Authority","0.3417",0.74178,111,387,58,35,5,0,0,5,5,0,0,0,20,0,0,20,0,149.7,0
"Kivimaa-Moonlight Bay","None","Saskatchewan","Prairie North Regional Health Authority","0.4548",0.54547,84,238,45,35,5,0,0,0,0,0,0,0,10,10,10,0,0,154,0
"Greig Lake","None","Saskatchewan","Prairie North Regional Health Authority","0.54",0.14087,10,89,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,0
"Dorintosh","None","Saskatchewan","Prairie North Regional Health Authority","0.5031",0.88382,134,74,60,25,10,5,5,5,5,5,0,5,25,15,10,0,0,151.6,0
"Makwa","None","Saskatchewan","Prairie North Regional Health Authority","0.4378",0.65894,84,43,42,15,5,5,5,0,5,5,0,0,15,10,10,0,0,127.5,0
"Thunderchild First Nation 115C","None","Saskatchewan","Prairie North Regional Health Authority","0.453",7.72612,34,16,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,0
"Makwa Lake 129","None","Saskatchewan","Prairie North Regional Health Authority","0.4458",18.58301,15,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0
"Ministikwan 161","None","Saskatchewan","Prairie North Regional Health Authority","0.4299",87.43035,624,150,128,25,50,10,15,25,70,25,20,25,80,30,0,0,0,7.2,0
"Ministikwan 161A","None","Saskatchewan","Prairie North Regional Health Authority","0.434",31.03674,223,42,40,5,10,0,5,10,35,10,10,10,40,0,10,0,0,7.6,0
"Big Island Lake Cree Territory","None","Saskatchewan","Prairie North Regional Health Authority","0.4746",48.37532,808,165,132,5,50,15,10,30,110,45,25,40,130,35,45,0,20,16.7,0
"Makwa Lake 129C","None","Saskatchewan","Prairie North Regional Health Authority","0.448",2.06254,10,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,0
"Eagles Lake 165C","None","Saskatchewan","Prairie North Regional Health Authority","0.4951",36.67097,92,32,29,5,15,5,5,5,10,5,0,0,15,0,15,0,0,2.5,0
"Meadow Lake 105A","None","Saskatchewan","Prairie North Regional Health Authority","0.4392",2.70203,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Onion Lake 119-1","None","Saskatchewan","Prairie North Regional Health Authority","0.5254",379.62144,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Min-A-He-Quo-Sis 116C","None","Saskatchewan","Prairie North Regional Health Authority","0.3488",5.20873,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Cumberland House","None","Saskatchewan","Kelsey Trail Regional Health Authority","0.6851",16.12738,671,228,190,15,60,20,10,30,85,40,15,20,95,125,15,10,10,42.8,0
"Timber Bay","None","Saskatchewan","Mamawetan Churchill River Regional Health Authority","0.4913",4.43974,82,33,26,5,5,5,5,0,15,5,5,5,10,10,10,0,0,18.5,0
"Weyakwin","None","Saskatchewan","Mamawetan Churchill River Regional Health Authority","0.4772",8.20074,49,41,15,0,5,0,5,0,10,5,0,5,5,NA,NA,NA,NA,6,0
"Dore Lake","None","Saskatchewan","Keewatin Yatthe Regional Health Authority","0.6484",8.03217,30,107,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,0
"Cole Bay","None","Saskatchewan","Keewatin Yatthe Regional Health Authority","0.6546",4.94637,170,66,53,15,10,5,5,5,20,10,5,10,20,15,0,0,0,34.4,0
"Jans Bay","None","Saskatchewan","Keewatin Yatthe Regional Health Authority","0.6625",6.04557,152,44,37,0,10,5,5,5,20,10,0,5,15,0,10,0,10,25.6,0
"Flin Flon","None","Saskatchewan","Mamawetan Churchill River Regional Health Authority","0.4813",2.37345,203,84,84,35,25,10,15,0,15,5,5,5,20,10,10,0,60,85.5,0
"Sandy Bay","None","Saskatchewan","Mamawetan Churchill River Regional Health Authority","0.6797",13.8915,697,209,165,20,45,15,5,30,100,35,25,35,85,85,10,0,0,50.2,0
"Missinipe","None","Saskatchewan","Mamawetan Churchill River Regional Health Authority","0.5884",2.126,5,23,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,0
"Patuanak","None","Saskatchewan","Keewatin Yatthe Regional Health Authority","0.68",1.42195,73,32,27,10,5,0,5,0,10,5,5,5,10,10,10,0,0,54.3,0
"St. George's Hill","None","Saskatchewan","Keewatin Yatthe Regional Health Authority","0.6787",1.45664,131,58,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,0,0,89.9,0
"Michel Village","None","Saskatchewan","Keewatin Yatthe Regional Health Authority","0.6831",3.72986,57,31,23,10,5,5,5,0,0,0,0,0,10,0,0,0,0,15.3,0
"Turnor Lake","None","Saskatchewan","Keewatin Yatthe Regional Health Authority","0.5105",4.88956,149,60,45,0,10,5,5,5,30,10,5,5,20,0,0,0,0,30.5,0
"Wapaskokimaw 202","None","Saskatchewan","Mamawetan Churchill River Regional Health Authority","0.6573",0.95859,481,105,88,10,50,10,5,35,45,20,15,15,35,0,65,0,0,501.8,0
"La Plonge 192","None","Saskatchewan","Keewatin Yatthe Regional Health Authority","0.6414",98.69566,148,51,46,15,15,5,5,5,25,5,10,5,15,0,20,0,0,1.6,0
"Morin Lake 217","None","Saskatchewan","Mamawetan Churchill River Regional Health Authority","0.6285",134.16139,577,155,135,20,45,15,10,20,80,30,20,25,80,55,0,0,0,5.4,0
"Sucker River 156C","None","Saskatchewan","Mamawetan Churchill River Regional Health Authority","0.5306",1.38301,416,124,109,10,50,20,10,25,40,20,10,5,65,20,50,0,0,300.8,0
"Kitsakie 156B","None","Saskatchewan","Mamawetan Churchill River Regional Health Authority","0.4798",1.06146,605,151,142,20,45,15,10,20,85,50,20,20,110,0,70,0,0,569.9,0
"Four Portages 157C","None","Saskatchewan","Mamawetan Churchill River Regional Health Authority","0.5391",9.00771,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Sturgeon Weir 184F","None","Saskatchewan","Mamawetan Churchill River Regional Health Authority","0.5974",24.1099,81,26,20,5,10,5,5,5,5,0,0,5,5,10,0,0,10,3.4,0
"Chicken 225","None","Saskatchewan","Athabasca Health Authority","0.6351",21.12817,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Brabant Lake","None","Saskatchewan","Mamawetan Churchill River Regional Health Authority","0.7487",3.96949,62,26,19,0,15,10,5,5,5,0,0,0,5,10,10,0,0,16.7,0
"Southend No. 200A","None","Saskatchewan","Mamawetan Churchill River Regional Health Authority","0.669",4.02352,128,37,30,5,15,5,5,5,15,5,5,5,10,0,25,0,0,31.8,0
"Clearwater River Dene Band 223","None","Saskatchewan","Keewatin Yatthe Regional Health Authority","0.6756",10.84693,35,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,0
"Little Hills 158","None","Saskatchewan","Mamawetan Churchill River Regional Health Authority","0.5523",6.57751,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Little Hills 158B","None","Saskatchewan","Mamawetan Churchill River Regional Health Authority","0.5446",2.04306,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Kinoosao-Thomas Clark 204","None","Saskatchewan","Mamawetan Churchill River Regional Health Authority","0.6625",0.42225,10,18,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7,0
"Lethbridge County","CMA","Alberta","South Zone","0.2206",2905.06645,10353,3129,2968,1005,1290,330,380,575,155,100,40,15,780,665,1830,105,30,3.6,5
"Lethbridge","CMA","Alberta","South Zone","0.221",124.90215,92729,39867,37575,11345,9875,3820,3965,2085,3910,2410,1040,465,19140,33805,3610,1300,285,759.5,5
"Coalhurst","CMA","Alberta","South Zone","0.2176",3.11944,2668,970,938,280,380,145,135,100,105,65,25,15,310,105,890,95,50,857.5,5
"Nobleford","CMA","Alberta","South Zone","0.2278",1.79922,1278,427,404,125,185,45,50,85,25,15,5,5,95,45,250,50,0,802.6,5
"Barons","CMA","Alberta","South Zone","0.2236",0.81276,341,148,132,45,40,15,10,15,10,10,5,0,45,10,50,15,0,419.5,5
"Picture Butte","CMA","Alberta","South Zone","0.2314",2.85017,1810,706,672,210,215,65,60,85,55,35,15,10,235,235,325,25,0,635.1,5
"Coaldale","CMA","Alberta","South Zone","0.277",8.14684,8215,3070,3007,1020,1075,350,435,290,265,155,70,40,990,820,2200,55,40,1028.5,5
"Improvement District No.  4 Waterton","None","Alberta","South Zone","0.3813",499.97958,105,168,39,15,5,0,5,0,0,0,0,0,30,70,0,10,0,0.2,0
"Blood 148A","None","Alberta","South Zone","0.3822",18.43118,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Empress","None","Alberta","South Zone","0.4347",1.58347,135,71,58,20,15,5,5,5,5,5,0,0,30,20,15,10,0,85.3,0
"Cereal","None","Alberta","South Zone","0.4644",0.78764,111,63,59,30,5,0,5,0,5,5,0,0,25,0,20,0,0,140.9,0
"Youngstown","None","Alberta","South Zone","0.3845",1.1056,154,88,68,25,15,5,10,5,0,0,0,0,30,35,20,15,0,139.3,0
"Special Area No. 4","None","Alberta","Central Zone","0.4769",4565.71558,1237,471,429,175,155,40,65,50,15,10,5,0,100,55,185,45,0,0.3,0
"Veteran","None","Alberta","Central Zone","0.3963",0.83836,207,112,102,30,20,15,5,5,10,5,5,0,45,15,25,10,0,246.9,0
"Lomond","None","Alberta","Calgary Zone","0.236",1.21196,166,101,73,20,20,5,5,10,5,5,5,0,30,20,20,20,0,137,0
"Arrowwood","None","Alberta","Calgary Zone","0.2067",0.74975,207,79,72,25,25,15,5,10,10,0,5,0,25,15,35,10,0,276.1,0
"Delia","None","Alberta","Central Zone","0.2464",1.32911,216,115,103,35,20,5,0,5,15,5,0,0,45,15,20,20,0,162.5,0
"Munson","None","Alberta","Central Zone","0.2298",2.63061,192,89,82,20,25,10,10,0,5,0,0,5,40,0,65,0,0,75.9,0
"Morrin","None","Alberta","Central Zone","0.238",0.6718,240,132,110,35,25,10,10,5,15,5,5,5,50,20,60,0,0,357.2,0
"Rocky View County","CMA","Alberta","Calgary Zone","0.1631",3936.82553,39407,13620,13042,5030,5990,1860,2695,1440,765,430,240,90,2815,1660,11380,435,110,10.3,5
"Calgary","CMA","Alberta","Calgary Zone","0.105",849.05033,1239220,489650,466725,126120,163420,62440,71345,29635,47580,29410,13515,4660,219585,489230,21085,7930,3695,1501.1,5
"Chestermere","CMA","Alberta","Calgary Zone","0.1535",36.95569,19887,6250,6112,1940,3235,1035,1515,690,640,345,210,85,1515,1130,6645,285,55,603.8,5
"Cochrane","CMA","Alberta","Calgary Zone","0.1482",30.44301,25853,10225,9757,3315,3615,1345,1580,695,835,480,265,90,2910,4025,5865,645,130,866.7,5
"Airdrie","CMA","Alberta","Calgary Zone","0.1589",85.75551,61581,22398,21661,5935,9195,3145,4165,1885,2330,1385,705,235,7420,8410,15905,830,135,728.2,5
"Irricana","CMA","Alberta","Calgary Zone","0.191",3.23354,1216,479,473,155,150,50,65,30,60,35,15,5,185,30,320,85,10,376.1,5
"Beiseker","CMA","Alberta","Calgary Zone","0.1918",2.88248,819,338,331,100,95,40,30,20,40,20,15,10,140,55,215,20,0,287.1,5
"Crossfield","CMA","Alberta","Calgary Zone","0.1705",12.1029,2983,1168,1101,365,395,145,175,75,105,55,45,15,370,290,795,55,10,249.3,5
"Eden Valley 216","None","Alberta","Calgary Zone","0.2285",17.64989,596,113,97,25,55,15,10,30,65,30,15,20,65,75,15,10,0,33.8,0
"Tsuu T'ina Nation 145 (Sarcee 145)","CMA","Alberta","Calgary Zone","0.1052",284.45206,1643,742,491,145,230,75,90,70,75,45,15,15,145,115,395,15,15,5.8,5
"Czar","None","Alberta","Central Zone","0.3922",1.12142,202,87,85,30,20,10,5,10,5,5,0,0,35,25,70,10,0,180.1,0
"Hughenden","None","Alberta","Central Zone","0.2669",0.78401,243,117,101,30,30,10,10,10,5,5,0,0,45,25,30,15,0,309.9,0
"Amisk","None","Alberta","Central Zone","0.2649",0.76034,204,103,84,20,25,10,10,5,10,5,5,0,40,10,35,0,0,268.3,0
"Halkirk","None","Alberta","Central Zone","0.2508",0.68639,112,56,55,20,10,0,5,0,5,5,0,0,25,0,30,10,0,184.1,0
"Gadsby","None","Alberta","Central Zone","0.247",0.7467,40,25,24,5,5,5,5,0,5,5,0,0,20,0,20,0,0,53.6,0
"Botha","None","Alberta","Central Zone","0.2419",1.09675,204,81,80,30,25,10,10,5,5,0,5,0,30,0,70,0,0,186,0
"Rochon Sands","None","Alberta","Central Zone","0.2401",2.28357,86,152,47,30,0,0,0,0,0,0,0,0,20,0,15,0,0,39.9,0
"Alliance","None","Alberta","Central Zone","0.2558",0.51467,154,107,83,35,10,5,5,0,5,5,0,0,35,30,15,0,0,299.3,0
"Killam","None","Alberta","Central Zone","0.2373",6.75105,989,415,380,115,110,30,45,40,35,25,10,5,140,250,105,35,0,146.5,0
"Lougheed","None","Alberta","Central Zone","0.2463",2.10258,256,118,108,35,30,10,10,10,5,5,0,0,45,10,55,10,0,121.8,0
"Hardisty","None","Alberta","Central Zone","0.2585",5.47313,554,401,254,90,55,20,20,15,20,15,5,5,105,0,250,20,0,108,0
"Edgerton","None","Alberta","Central Zone","0.3993",2.04289,384,192,177,65,35,10,10,10,20,5,5,5,70,40,110,0,10,188,0
