index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,csdname,csduid,pruid,geometry
S1700,CHSLD VILLA-BONHEUR,CHSLD,Nursing and residential care facilities,Province of Québec,"",71,rue court,J2G 4Y7,granby,Quebec,"71, rue Court",Granby,2447017,24,-72.723305|45.401396
S1701,SANTE COURVILLE DE WATERLOO,CHSLD,Nursing and residential care facilities,Province of Québec,"",5305,avenue courville,J0E 2N0,waterloo,Quebec,"5305, avenue Courville",Waterloo,2447025,24,-72.506162|45.341137
S1702,CENTRE D'HEBERGEMENT WALDORF,CHSLD,Nursing and residential care facilities,Province of Québec,"",7400,chemin de la côte-saint-luc,H4W 3J4,côte-saint-luc,Quebec,"7400, chemin de la Côte-Saint-Luc",Côte-Saint-Luc,2466058,24,-73.658302|45.460695
S1703,CENTRE DE SERVICES EXTERNES POUR LES AÎNÉS DE SAINT-ROMUALD,CHSLD,Nursing and residential care facilities,Province of Québec,"",2157,chemin du sault,G6W 2K7,lévis,Quebec,"2157, chemin du Sault",Lévis,2425213,24,-71.23772|46.755314
S1704,CHSLD SAINT-VINCENT-DE-PAUL,CHSLD,Nursing and residential care facilities,Province of Québec,"",300,rue king est,J1G 1B1,sherbrooke,Quebec,"300, rue King Est",Sherbrooke,2443027,24,-71.881124|45.406186
S1705,CHSLD SAINT-GEORGES,CHSLD,Nursing and residential care facilities,Province of Québec,"",3550,rue saint-urbain,H2X 4C5,montréal,Quebec,"3550, rue Saint-Urbain",Montréal,2466023,24,-73.57294|45.512216
S1706,CENTRE D'HÉBERGEMENT DU COMTÉ-DE-HUNTINGDON,CHSLD,Nursing and residential care facilities,Province of Québec,"",198,rue châteauguay,J0S 1H0,huntingdon,Quebec,"198, rue Châteauguay",Huntingdon,2469055,24,-74.177525|45.082509
S1707,CENTRE D'HÉBERGEMENT DENIS-BENJAMIN-VIGER,CHSLD,Nursing and residential care facilities,Province of Québec,"",3292,rue cherrier,H9C 1E4,montréal,Quebec,"3292, rue Cherrier",Montréal,2466023,24,-73.870001|45.490637
S1708,CENTRE D'HÉBERGEMENT DE LASALLE,CHSLD,Nursing and residential care facilities,Province of Québec,"",8686,rue centrale,H8P 3N4,montréal,Quebec,"8686, rue Centrale",Montréal,2466023,24,-73.620614|45.416432
S1709,CENTRE D'HÉBERGEMENT DE LACHINE,CHSLD,Nursing and residential care facilities,Province of Québec,"",650,place d'accueil,H8S 3Z5,montréal,Quebec,"650, place d'Accueil",Montréal,2466023,24,-73.689536|45.440555
S1711,CENTRE D'HÉBERGEMENT LOUIS-RIEL,CHSLD,Nursing and residential care facilities,Province of Québec,"",2120,rue augustin-cantin,H3K 3G3,montréal,Quebec,"2120, rue Augustin-Cantin",Montréal,2466023,24,-73.566305|45.481951
S1712,CENTRE D'HÉBERGEMENT RÉAL-MOREL,CHSLD,Nursing and residential care facilities,Province of Québec,"",3500,rue wellington,H4G 1T3,montréal,Quebec,"3500, rue Wellington",Montréal,2466023,24,-73.564785|45.468535
S1713,CENTRE D'HÉBERGEMENT YVON-BRUNET,CHSLD,Nursing and residential care facilities,Province of Québec,"",6250,avenue newman,H4E 4K4,montréal,Quebec,"6250, avenue Newman",Montréal,2466023,24,-73.603465|45.453839
S1714,CENTRE D'HÉBERGEMENT DE SAINT-HENRI,CHSLD,Nursing and residential care facilities,Province of Québec,"",5205,rue notre-dame ouest,H4C 3L2,montréal,Quebec,"5205, rue Notre-Dame Ouest",Montréal,2466023,24,-73.593973|45.469662
S1715,CHSLD DE CARTIERVILLE,CHSLD,Nursing and residential care facilities,Province of Québec,"",12235,rue grenet,H4J 2N9,montréal,Quebec,"12235, rue Grenet",Montréal,2466023,24,-73.71717|45.531461
S1716,CHSLD LAURENDEAU,CHSLD,Nursing and residential care facilities,Province of Québec,"",1725,boulevard gouin est,H2C 3H6,montréal,Quebec,"1725, boulevard Gouin Est",Montréal,2466023,24,-73.662337|45.568139
S1717,CENTRE D'HÉBERGEMENT PAUL-ÉMILE-LÉGER,CHSLD,Nursing and residential care facilities,Province of Québec,"",66,boulevard rené-lévesque est,H2X 1N3,montréal,Quebec,"66, boulevard René-Lévesque Est",Montréal,2466023,24,-73.55999|45.509309
S1718,CENTRE D'HÉBERGEMENT ÉMILIE-GAMELIN,CHSLD,Nursing and residential care facilities,Province of Québec,"",1440,rue dufresne,H2K 3J3,montréal,Quebec,"1440, rue Dufresne",Montréal,2466023,24,-73.548129|45.528382
S1719,CHSLD DE SAINT-MICHEL,CHSLD,Nursing and residential care facilities,Province of Québec,"",3130,rue jarry est,H1Z 4N8,montréal,Quebec,"3130, rue Jarry Est",Montréal,2466023,24,-73.610266|45.561965
S172,Andrews of Park West,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",22,richmond st,C1A 1H4,charlottetown,Prince Edward Island,22 Richmond St,Charlottetown,1102075,11,-63.13041813|46.23144976
S1720,CHSLD BENJAMIN-VICTOR-ROUSSELOT,CHSLD,Nursing and residential care facilities,Province of Québec,"",5655,rue sherbrooke est,H1N 1A4,montréal,Quebec,"5655, rue Sherbrooke Est",Montréal,2466023,24,-73.550851|45.572941
S1722,CHSLD JEAN-HUBERT-BIERMANS,CHSLD,Nursing and residential care facilities,Province of Québec,"",7905,rue sherbrooke est,H1L 1A4,montréal,Quebec,"7905, rue Sherbrooke Est",Montréal,2466023,24,-73.536452|45.59626
S1723,CENTRE D'HÉBERGEMENT FERNAND-LAROCQUE,CHSLD,Nursing and residential care facilities,Province of Québec,"",5436,boulevard lévesque est,H7C 1N7,laval,Quebec,"5436, boulevard Lévesque Est",Laval,2465005,24,-73.643979|45.61547
S1724,CENTRE D'HÉBERGEMENT LIONEL-ÉMOND,CHSLD,Nursing and residential care facilities,Province of Québec,"",125,boulevard lionel-émond,J8Y 5S8,gatineau,Quebec,"125, boulevard Lionel-Émond",Gatineau,2481017,24,-75.748486|45.445274
S1725,CENTRE DE RÉADAPTATION EN DÉPENDANCE JEAN-PATRICE-CHIASSON,CRD,Nursing and residential care facilities,Province of Québec,"",1930,rue king ouest,J1J 2E2,sherbrooke,Quebec,"1930, rue King Ouest",Sherbrooke,2443027,24,-71.922211|45.397666
S1727,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION KELLY,CRJDA,Nursing and residential care facilities,Province of Québec,"",671,rue longpré,J1G 3C1,sherbrooke,Quebec,"671, rue Longpré",Sherbrooke,2443027,24,-71.861058|45.398131
S1728,CENTRE DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE RIVIÈRE-DU-LOUP,CRJDA,Nursing and residential care facilities,Province of Québec,"",70,rue saint-henri,G5R 2A1,rivière-du-loup,Quebec,"70, rue Saint-Henri",Rivière-du-Loup,2412072,24,-69.537843|47.820861
S1729,CHSLD PIE-XII,CHSLD,Nursing and residential care facilities,Province of Québec,"",512,avenue richard,J9X 4M1,rouyn-noranda,Quebec,"512, avenue Richard",Rouyn-Noranda,2486042,24,-79.016647|48.228681
S173,Andrews of Stratford,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",355,shakespeare dr,C1B 2Y2,stratford,Prince Edward Island,355 Shakespeare Dr,Stratford,1102080,11,-63.09466788|46.22789955
S1730,CENTRE D'HÉBERGEMENT DU CHEVALIER-DE LÉVIS,CHSLD,Nursing and residential care facilities,Province of Québec,"",40,rue lévis,J4H 1S5,longueuil,Quebec,"40, rue Lévis",Longueuil,2458227,24,-73.502611|45.538732
S1731,CHSLD SAINTE-CROIX,CHSLD,Nursing and residential care facilities,Province of Québec,"",300,rue du docteur-poulin,J3M 1L7,marieville,Quebec,"300, rue du Docteur-Poulin",Marieville,2455048,24,-73.15926|45.435222
S1735,CENTRE D'HÉBERGEMENT ÉLISABETH-LAFRANCE,CHSLD,Nursing and residential care facilities,Province of Québec,"",151,rue george,J3P 1C8,sorel-tracy,Quebec,"151, rue George",Sorel-Tracy,2453052,24,-73.108815|46.046326
S1737,CHSLD DOCTEUR-AIMÉ-LEDUC,CHSLD,Nursing and residential care facilities,Province of Québec,"",80,rue du marché,J6T 1P5,salaberry-de-valleyfield,Quebec,"80, rue du Marché",Salaberry-de-Valleyfield,2470052,24,-74.135884|45.254207
S1738,CENTRE D'HÉBERGEMENT D'ACTON VALE,CHSLD,Nursing and residential care facilities,Province of Québec,"",1268,rue ricard,J0H 1A0,acton vale,Quebec,"1268, rue Ricard",Acton Vale,2448028,24,-72.565647|45.652999
S1739,CENTRE DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE SAINT-THOMAS,CRJDA,Nursing and residential care facilities,Province of Québec,"",791,rue principale,J0K 3L0,saint-thomas,Quebec,"791, rue Principale",Saint-Thomas,2461027,24,-73.353875|46.014318
S174,Andrews of Summerside,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",317,pope rd,C1N 6G4,summerside,Prince Edward Island,317 Pope Rd,Summerside,1103025,11,-63.7912485|46.41099958
S1740,CHSLD DE RIGAUD,CHSLD,Nursing and residential care facilities,Province of Québec,"",5,rue d'amour,J0P 1P0,rigaud,Quebec,"5, rue d'Amour",Rigaud,2471133,24,-74.304848|45.474005
S1745,CENTRE DE JOUR LE BEL ÂGE,CHSLD,Nursing and residential care facilities,Province of Québec,"",6,6e avenue,J1S 2Z8,windsor,Quebec,"6, 6e Avenue",Windsor,2442088,24,-71.993699|45.571531
S1746,CENTRE D'HÉBERGEMENT D'ASSISE,CHSLD,Nursing and residential care facilities,Province of Québec,"",45,rue leclerc,G1L 2G1,québec,Quebec,"45, rue Leclerc",Québec,2423027,24,-71.238813|46.828598
S1747,CENTRE D'HÉBERGEMENT DE REPENTIGNY,CHSLD,Nursing and residential care facilities,Province of Québec,"",250,boulevard brien,J6A 7E9,repentigny,Quebec,"250, boulevard Brien",Repentigny,2460013,24,-73.465231|45.748717
S1748,RÉSIDENCE RIVIERA,CHSLD,Nursing and residential care facilities,Province of Québec,"",2999,boulevard notre-dame,H7V 4C4,laval,Quebec,"2999, boulevard Notre-Dame",Laval,2465005,24,-73.734368|45.548676
S1749,CENTRE D'HÉBERGEMENT DE LA VILLA-LES-TILLEULS,CHSLD,Nursing and residential care facilities,Province of Québec,"",5590,boulevard des laurentides,H7K 2K2,laval,Quebec,"5590, boulevard des Laurentides",Laval,2465005,24,-73.75224|45.626758
S175,Bayview Lodge,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",22,washington st,C0A 2B0,souris,Prince Edward Island,22 Washington St,Souris,1101036,11,-62.25325727|46.35315934
S1750,CENTRE DE SERVICES EXTERNES POUR LES AÎNÉS DE VITRÉ,CHSLD,Nursing and residential care facilities,Province of Québec,"",2355,avenue de vitré,G1J 5B3,québec,Quebec,"2355, avenue de Vitré",Québec,2423027,24,-71.229965|46.841109
S1751,CENTRE DE CRISE ÉMILE-NELLIGAN,CHSLD,Nursing and residential care facilities,Province of Québec,"",8710,rue de marseille,H1L 1R9,montréal,Quebec,"8710, rue de Marseille",Montréal,2466023,24,-73.525837|45.603113
S1752,CHÂTEAU SUR LE LAC,CHSLD,Nursing and residential care facilities,Province of Québec,"",16289,boulevard gouin ouest,H9H 1E2,montréal,Quebec,"16289, boulevard Gouin Ouest",Montréal,2466023,24,-73.874465|45.477991
S1755,CENTRE D'HÉBERGEMENT CHAMPLAIN-DES-MONTAGNES,CHSLD,Nursing and residential care facilities,Province of Québec,"",791,rue de sherwood,G2N 1X7,québec,Quebec,"791, rue de Sherwood",Québec,2423027,24,-71.320225|46.90507
S176,Bevan Lodge,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",8,ellis rd,C1A 8N4,charlottetown,Prince Edward Island,8 Ellis Rd,Charlottetown,1102075,11,-63.12256775|46.25968978
S1768,CENTRE D'HÉBERGEMENT CHAMPLAIN-DE-SAINT-FRANÇOIS,CHSLD,Nursing and residential care facilities,Province of Québec,"",4105,montée masson,H7B 1B6,laval,Quebec,"4105, montée Masson",Laval,2465005,24,-73.62737|45.685602
S1769,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION HARMONY,CRJDA,Nursing and residential care facilities,Province of Québec,"",7495,rue chabot,H2E 2L2,montréal,Quebec,"7495, rue Chabot",Montréal,2466023,24,-73.610702|45.55142
S177,Burnside Community Care,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",707,clyde river rd - rte 247,C0A 1H1,clyde river,Prince Edward Island,707 Clyde River Rd - Rte 247,Clyde River,1102037,11,-63.2571776|46.22237958
S1770,CENTRE DE RÉADAPTATION EN DÉPENDANCE SAINT-RENÉ,CRD,Nursing and residential care facilities,Province of Québec,"",444,boulevard saint-rené est,J8P 8A9,gatineau,Quebec,"444, boulevard Saint-René Est",Gatineau,2481017,24,-75.639134|45.492729
S178,Champion Lodge,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",48,green st,C1A 2E8,charlottetown,Prince Edward Island,48 Green St,Charlottetown,1102075,11,-63.13883804|46.23629962
S179,Charlotte Residence,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",39,all souls ln,C1A 1P9,charlottetown,Prince Edward Island,39 All Souls Ln,Charlottetown,1102075,11,-63.13149791|46.23459958
S18,Autumn Lee Retirement Home Ii,Special Care Home,Nursing and residential care facilities,City of Moncton,"",2031,mountain rd,J0S 1K0,moncton,New Brunswick,"",Moncton,1307022,13,-64.79623634|46.09155355
S180,Clinton View Lodge,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",30,clinton view crt,C0B 1M0,clinton,Prince Edward Island,30 Clinton View Crt,Lot 20,1102038,11,-63.53524841|46.45561937
S181,Corrigan Home,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",22,hemlock crt,C1A 8E3,charlottetown,Prince Edward Island,22 Hemlock Crt,Charlottetown,1102075,11,-63.11583758|46.26140954
S183,Geneva Villa,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",78,walthan dr,C1A 4T8,charlottetown,Prince Edward Island,78 Walthan Dr,Charlottetown,1102075,11,-63.12938776|46.24237984
S184,Kensington Community Care Facility,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",25,broadway st s,C0B 1M0,kensington,Prince Edward Island,25 Broadway St S,Kensington,1103014,11,-63.63312794|46.43505931
S185,LA COOPÃ?Æ’Ã‚Â©RATIVE LE CHEZ-NOUS LTÃ?Æ’Ã‚Â©E,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",64,sunset dr,C0B 2E0,wellington,Prince Edward Island,64 Sunset Dr,Wellington,1103029,11,-64.00419863|46.45579946
S186,Lady Slipper Villa,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",490,main st,C0B 1V0,o'leary,Prince Edward Island,490 Main St,O'Leary,1103042,11,-64.2275782|46.70649941
S187,Langille House,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",212,kent st,C1A 1P2,charlottetown,Prince Edward Island,212 Kent St,Charlottetown,1102075,11,-63.12502824|46.23768957
S188,Mackinnon Pines Lodge,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",505,campbellton st,C0A 1R0,montague,Prince Edward Island,505 Campbellton St,Montague,1101018,11,-62.65730781|46.16896969
S189,Perrins Marina Villa,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",115,sackville st,C0A 1R0,montague,Prince Edward Island,115 Sackville St,Montague,1101018,11,-62.64795815|46.16567985
S19,Birchmount Lodge,Special Care Home,Nursing and residential care facilities,City of Moncton,"",144,birchmount dr,J0S 1K0,moncton,New Brunswick,"",Moncton,1307022,13,-64.79623634|46.09155355
S190,Rosewood Residence,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",4260,hopedale rd - rte 13,C0A 1N0,hunter river,Prince Edward Island,4260 Hopedale Rd - Rte 13,Hunter River,1102043,11,-63.34918845|46.35360948
S191,Rev Wj Phillips Residence,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",120,dufferin st,C0B 1B0,alberton,Prince Edward Island,120 Dufferin St,Alberton,1103052,11,-64.06331855|46.81476965
S192,Old Rose Lodge,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",319,queen st,C1A 4C4,charlottetown,Prince Edward Island,319 Queen St,Charlottetown,1102075,11,-63.13218781|46.23747956
S194,Miscouche Villa,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",20,ladt slipper dr n,C0B 1T0,miscouche,Prince Edward Island,20 Ladt Slipper Dr N,Miscouche,1103024,11,-63.86691809|46.43356974
S195,Grafton House,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",37,grafton st,C1A 1K6,charlottetown,Prince Edward Island,37 Grafton St,Charlottetown,1102075,11,-63.13030764|46.23318967
S196,Emerson Lodge,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",36,kent st,C1A 1M8,charlottetown,Prince Edward Island,36 Kent St,Charlottetown,1102075,11,-63.1317683|46.23349974
S197,Dr John Gillis Memorial Lodge,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",3134,garfield rd - rte 207,C0A 1A0,eldon,Prince Edward Island,3134 Garfield Rd - Rte 207,Lot 57,1102008,11,-62.88354762|46.09286929
S198,Smith Lodge,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",35,weymouth st,C1A 4Y3,charlottetown,Prince Edward Island,35 Weymouth St,Charlottetown,1102075,11,-63.11992761|46.23655935
S199,South Shore Villa,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",159,sherwood forest dr,C0A 1J0,crapaud,Prince Edward Island,159 Sherwood Forest Dr,Crapaud,1102034,11,-63.50505783|46.23730931
S20,Lefurgey Residence,Special Care Home,Nursing and residential care facilities,City of Moncton,"",30,lefurgey ave,J0S 1K0,moncton,New Brunswick,"",Moncton,1307022,13,-64.79623634|46.09155355
S200,Stamper Residence,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",29,fitzroy st,C1A 1R2,charlottetown,Prince Edward Island,29 Fitzroy St,Charlottetown,1102075,11,-63.13249773|46.23472945
S201,Tenderwood Lodge,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",15,hawthorne av,C1A 5X8,charlottetown,Prince Edward Island,15 Hawthorne Av,Charlottetown,1102075,11,-63.11915775|46.24646959
S202,the Mews,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",12080,rte 6,C0B 1M0,margate,Prince Edward Island,12080 Rte 6,Lot 19,1103012,11,-63.59218812|46.45701984
S203,the Mount Continuing Care Community,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",141,mount edward rd,C1A 5T1,charlottetown,Prince Edward Island,141 Mount Edward Rd,Charlottetown,1102075,11,-63.13327837|46.25979971
S204,Colville Manor,Public Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",20,macphee av,C0A 2B0,souris,Prince Edward Island,20 MacPhee Av,Souris,1101036,11,-62.24067727|46.35075978
S205,Tignish Seniors Home Care Cooperative,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",116,macleod ln,C0B 2B0,tignish,Prince Edward Island,116 MacLeod Ln,Tignish,1103059,11,-64.03091812|46.94899973
S206,Valley House,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",92,longworth av,C1A 5A7,charlottetown,Prince Edward Island,92 Longworth Av,Charlottetown,1102075,11,-63.12397811|46.2441194
S207,Villa Marguerite,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",40,churchill av,C0A 1X0,north rustico,Prince Edward Island,40 Churchill Av,North Rustico,1102046,11,-63.31020785|46.45928973
S208,Whisperwood Villa,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",160,st peters rd,C1A 5P8,charlottetown,Prince Edward Island,160 St Peters Rd,Charlottetown,1102075,11,-63.11819835|46.26137973
S209,Woodland Home,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",2,lea crane bl,C0A 2B0,souris,Prince Edward Island,2 Lea Crane Bl,Souris,1101036,11,-62.24214781|46.35428964
S21,Lj Jaillet Residence Inc.,Special Care Home,Nursing and residential care facilities,City of Moncton,"",30,lockhart ave,J0S 1K0,moncton,New Brunswick,"",Moncton,1307022,13,-64.79623634|46.09155355
