entry.id,jurisdiction,date.announced,date.implemented,category,type,primary.source.(news.release.or.specific.resource),secondary.source,action,level,indigenous.population.group,who,what,effective.until
QC382,Quebec,18533,18536,distancing,gatherings,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-certaines-regions-passent-au-palier-d-alerte-maximale-844207272.html,Not applicable,Tightening,Regional,FALSE,minister of health and social services,"announced that gatherings in private homes are prohibited for regions on red alert; only residents of the same address can assemble; exceptions are made for family caregivers, children in shared custody, people offering a service or support or people who are doing construction work already planned; group activities organized in an indoor public place will be prohibited; outside, a physical distance of 2 metres remains the norm",18589
QC385,Quebec,18533,18536,health services,visitors,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-certaines-regions-passent-au-palier-d-alerte-maximale-844207272.html,Not applicable,Tightening,Provincial/territorial,FALSE,minister of health and social services,"announced that for regions on red alert, in seniors' residences, only visits necessary for humanitarian purposes and those of caregivers providing significant help are authorized (1 person at a time and a maximum of 2 people per day in a publicly funded long-term care home)",18589
QC392,Quebec,18526,18526,health workforce,safety guidelines,http://www.odq.qc.ca/Portals/5/fichiers_publication/DossierSante/Coronavirus/Appendix%207%20-MSSS-21-09-20.pdf,Not applicable,Not applicable,Provincial/territorial,FALSE,ordre des dentistes du québec,published adjustments to dental practices based on alert levels published,18988
QC393,Quebec,18522,18522,health workforce,safety guidelines,http://www.ohdq.com/docs/default-source/default-document-library/covid-19---proc%C3%A9dures-dentaires-sant%C3%A9-publique-17-septembre-2020-14h-docx-asd.pdf?sfvrsn=0,Not applicable,Not applicable,Provincial/territorial,FALSE,"ordre des dentistes du québec, ordre des hygiénistes dentaires du québec",published guidelines for dental hygienists on resumption of preventive dental services in schools,18988
QC394,Quebec,18529,18529,health workforce,safety guidelines,https://www.opq.org/fr-CA/pharmaciens/nouvelles/vacciner-en-temps-de-pandemie,Not applicable,Not applicable,Provincial/territorial,FALSE,ordre des pharmaciens du québec,published new safety measures to reduce risk of infection during vaccination,18988
QC395,Quebec,18530,18530,health workforce,licence reinstatement/reclassification,https://www.opiq.qc.ca/covid-19-pour-tout-savoir/,Not applicable,Not applicable,Provincial/territorial,FALSE,ordre professionnel des inhalothérapeutes du québec,"modified temporary registration criteria, authorizing inactive respiratory therapists and/or those who left the profession for less than 5 years to be reinstated",18988
QC396,Quebec,18513,18513,public information,phase and alert level changes,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2304/,https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/progressive-regional-alert-and-intervention-system/map-of-covid-19-alert-levels-by-region/,Not applicable,Provincial/territorial,FALSE,minister of health and social services,initiated alert system with the province in varied alert zones,18988
QC398,Quebec,18535,18536,distancing,gatherings,https://www.newswire.ca/fr/news-releases/lutte-contre-la-pandemie-le-gouvernement-met-tout-en-oeuvre-pour-casser-la-deuxieme-vague-877309288.html,Not applicable,Tightening,Provincial/territorial,FALSE,office of the premier,"announced fines of $1,000 for those refusing to comply with prohibition of gatherings in private residences for individuals not residing at the address for regions in the red zone",18988
QC399,Quebec,18535,18536,public information,masks,https://www.newswire.ca/fr/news-releases/lutte-contre-la-pandemie-le-gouvernement-met-tout-en-oeuvre-pour-casser-la-deuxieme-vague-877309288.html,Not applicable,Tightening,Provincial/territorial,FALSE,office of the premier,"announced fines of $1,000 for those refusing to comply with wearing masks during demonstrations",18988
QC400,Quebec,18535,18535,public information,phase and alert level changes,https://www.newswire.ca/fr/news-releases/lutte-contre-la-pandemie-le-gouvernement-met-tout-en-oeuvre-pour-casser-la-deuxieme-vague-877309288.html,Not applicable,Easing,Regional,FALSE,office of the premier,"announced that etchemin, montmagny and islet sub-regions in chaudière-appalaches are turning back to the orange alert level",18988
QC401,Quebec,18537,18537,travel,restrictions,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-075-anglais.pdf?1601738769,Not applicable,Tightening,Regional,FALSE,minister of health and social services,"prohibited travel out of the territories of municipalité pointe-à-la-croix and the listuguj community, in the gaspésie–îles-de-la-madeleine health region for residents; prohibited travel also into the region, with exemptions for individuals who have their principal residence there or those who meet order conditions for essential professional or humanitarian purposes",18988
QC402,Quebec,18539,18540,public information,phase and alert level changes,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2354/,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM-2020-076-anglais.pdf?1602003840,Tightening,Regional,FALSE,minister of health and social services,"announced that the municipalities of maria, carleton-sur-mer and nouvelle from the gaspésie region will enter the red alert zone with increased restrictions",18988
QC403,Quebec,18540,18540,case management,contact tracing,https://www.newswire.ca/fr/news-releases/l-application-canadienne-d-avis-d-exposition-a-la-covid-19-est-maintenant-disponible-au-quebec-849885088.html,https://www.newswire.ca/fr/news-releases/les-quebecois-invites-a-telecharger-l-application-alerte-covid-868976337.html,Not applicable,Provincial/territorial,FALSE,office of the premier,announced that the covid-19 national exposure notification app covid alert is now available for the province of quebec and encouraged quebecers to download it,18988
QC404,Quebec,18540,18542,closures/openings,education,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret_1039-2020-anglais.pdf?1602108450,Not applicable,Easing,Provincial/territorial,FALSE,minister of health and social services,"announced that rules applicable to restaurants and food courts (limit of people per table and distance between tables) do not apply to school cafeterias at preschool, elementary and secondary level, provided that a minimum distance of 2 metres is maintained between students from different groups",18589
QC411,Quebec,18542,18542,health services,visitors,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2358/,Not applicable,Easing,Provincial/territorial,FALSE,minister of health and social services,"announced easing of restrictions for visitation for end of life/compassionate reasons in all facilities in all regions of quebec, regardless of the alert level; partners and kids are now authorized to visit individuals in palliative care without restriction on the number of people who may visit daily; however, only 2 people may be in the room at the same time",18988
QC412,Quebec,18543,18545,public information,phase and alert level changes,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2362/,Not applicable,Tightening,Regional,FALSE,minister of health and social services,"announced that the mrc de portneuf in the health region of the capitale-nationale and the mrcs of drummond, bécancour and nicolet-yamaska and the city of trois-rivières from the mauricie et centre-du-québec health region will enter the red alert zone with increased restrictions",18988
QC413,Quebec,18543,18544,travel,restrictions,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2362/,Not applicable,Tightening,Regional,FALSE,minister of health and social services,"announced random police checkpoints will be deployed at 5 locations: laurentides park, petit laurentides park (route 169), the entrance to la tuque, la malbaie coast, tadoussac ferry; the goal is to protect regions that are still at lower alert levels by limiting non-essential travel",18988
QC415,Quebec,18545,18546,public information,phase and alert level changes,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2366/,Not applicable,Tightening,Regional,FALSE,minister of health and social services,announced that the city of gatineau and the mrc des collines-de-l'outaouais in the outaouais region will enter the red alert zone with increased restrictions,18988
QC416,Quebec,18548,18551,public information,phase and alert level changes,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2374/,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2375/,Tightening,Regional,FALSE,minister of health and social services,"announced that the health region of montérégie, the mrcs of charlevoix and charlevoix-est in the capitale-nationale health region, and the mrcs of arthabaska and érable from the health region of centre-du-québec, are moving to the red alert zone with increased restrictions",18988
QC417,Quebec,18548,18551,public information,phase and alert level changes,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2374/,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2375/,Easing,Regional,FALSE,minister of health and social services,announced that the health region of saguenay–lac-saint-jean moves to the orange alert level,18988
