"CSDUID2016","HRUID2018","HR","Province"
5955801,5953,"Northeast","British Columbia"
5951847,5952,"Northern Interior","British Columbia"
5953046,5952,"Northern Interior","British Columbia"
5931829,5914,"Thompson Cariboo Shuswap","British Columbia"
5941868,5914,"Thompson Cariboo Shuswap","British Columbia"
5951846,5952,"Northern Interior","British Columbia"
5955808,5953,"Northeast","British Columbia"
5939807,5914,"Thompson Cariboo Shuswap","British Columbia"
5933889,5914,"Thompson Cariboo Shuswap","British Columbia"
5951807,5952,"Northern Interior","British Columbia"
5951802,5952,"Northern Interior","British Columbia"
5941813,5914,"Thompson Cariboo Shuswap","British Columbia"
5949013,5951,"Northwest","British Columbia"
5941862,5933,"North Shore/Coast Garibaldi","British Columbia"
5941861,5933,"North Shore/Coast Garibaldi","British Columbia"
5949847,5951,"Northwest","British Columbia"
5949041,5951,"Northwest","British Columbia"
5907809,5913,"Okanagan","British Columbia"
5947807,5951,"Northwest","British Columbia"
5933821,5914,"Thompson Cariboo Shuswap","British Columbia"
5931832,5914,"Thompson Cariboo Shuswap","British Columbia"
5931823,5914,"Thompson Cariboo Shuswap","British Columbia"
5931822,5914,"Thompson Cariboo Shuswap","British Columbia"
5931819,5914,"Thompson Cariboo Shuswap","British Columbia"
5915020,5933,"North Shore/Coast Garibaldi","British Columbia"
5917819,5941,"South Vancouver Island","British Columbia"
5943809,5943,"North Vancouver Island","British Columbia"
5943008,5943,"North Vancouver Island","British Columbia"
5959806,5953,"Northeast","British Columbia"
5933875,5914,"Thompson Cariboo Shuswap","British Columbia"
5941025,5952,"Northern Interior","British Columbia"
5941811,5914,"Thompson Cariboo Shuswap","British Columbia"
5941884,5914,"Thompson Cariboo Shuswap","British Columbia"
5933888,5914,"Thompson Cariboo Shuswap","British Columbia"
5949817,5951,"Northwest","British Columbia"
5951815,5952,"Northern Interior","British Columbia"
5915816,5923,"Fraser South","British Columbia"
5949812,5951,"Northwest","British Columbia"
5909816,5921,"Fraser East","British Columbia"
5923049,5942,"Central Vancouver Island","British Columbia"
5951845,5952,"Northern Interior","British Columbia"
5931827,5914,"Thompson Cariboo Shuswap","British Columbia"
5951848,5952,"Northern Interior","British Columbia"
5941844,5914,"Thompson Cariboo Shuswap","British Columbia"
5941809,5952,"Northern Interior","British Columbia"
5909880,5921,"Fraser East","British Columbia"
5919809,5942,"Central Vancouver Island","British Columbia"
5939811,5914,"Thompson Cariboo Shuswap","British Columbia"
5931813,5914,"Thompson Cariboo Shuswap","British Columbia"
5941010,5952,"Northern Interior","British Columbia"
5941848,5914,"Thompson Cariboo Shuswap","British Columbia"
5909824,5921,"Fraser East","British Columbia"
5931828,5914,"Thompson Cariboo Shuswap","British Columbia"
5931820,5914,"Thompson Cariboo Shuswap","British Columbia"
5924803,5943,"North Vancouver Island","British Columbia"
5924833,5943,"North Vancouver Island","British Columbia"
5941883,5914,"Thompson Cariboo Shuswap","British Columbia"
5945014,5933,"North Shore/Coast Garibaldi","British Columbia"
5933868,5914,"Thompson Cariboo Shuswap","British Columbia"
5933878,5914,"Thompson Cariboo Shuswap","British Columbia"
5909805,5914,"Thompson Cariboo Shuswap","British Columbia"
5933846,5914,"Thompson Cariboo Shuswap","British Columbia"
5943808,5943,"North Vancouver Island","British Columbia"
5933834,5914,"Thompson Cariboo Shuswap","British Columbia"
5951804,5952,"Northern Interior","British Columbia"
5953012,5952,"Northern Interior","British Columbia"
5933887,5914,"Thompson Cariboo Shuswap","British Columbia"
5909877,5921,"Fraser East","British Columbia"
5909878,5921,"Fraser East","British Columbia"
5951805,5952,"Northern Interior","British Columbia"
5955803,5953,"Northeast","British Columbia"
5951840,5952,"Northern Interior","British Columbia"
5915830,5922,"Fraser North","British Columbia"
5915020,5923,"Fraser South","British Columbia"
5923804,5942,"Central Vancouver Island","British Columbia"
5941833,5952,"Northern Interior","British Columbia"
5945802,5933,"North Shore/Coast Garibaldi","British Columbia"
5917042,5941,"South Vancouver Island","British Columbia"
5941863,5914,"Thompson Cariboo Shuswap","British Columbia"
5941838,5914,"Thompson Cariboo Shuswap","British Columbia"
5951824,5952,"Northern Interior","British Columbia"
5931812,5933,"North Shore/Coast Garibaldi","British Columbia"
5931844,5933,"North Shore/Coast Garibaldi","British Columbia"
5909883,5921,"Fraser East","British Columbia"
5909832,5921,"Fraser East","British Columbia"
5909807,5921,"Fraser East","British Columbia"
5909815,5914,"Thompson Cariboo Shuswap","British Columbia"
5909060,5922,"Fraser North","British Columbia"
5909881,5921,"Fraser East","British Columbia"
5921806,5942,"Central Vancouver Island","British Columbia"
5933809,5914,"Thompson Cariboo Shuswap","British Columbia"
5909821,5921,"Fraser East","British Columbia"
5924029,5943,"North Vancouver Island","British Columbia"
5915811,5933,"North Shore/Coast Garibaldi","British Columbia"
5927020,5942,"Central Vancouver Island","British Columbia"
5919814,5942,"Central Vancouver Island","British Columbia"
5909842,5921,"Fraser East","British Columbia"
5909875,5921,"Fraser East","British Columbia"
5919804,5942,"Central Vancouver Island","British Columbia"
5923801,5942,"Central Vancouver Island","British Columbia"
5933876,5914,"Thompson Cariboo Shuswap","British Columbia"
5917049,5941,"South Vancouver Island","British Columbia"
5933833,5914,"Thompson Cariboo Shuswap","British Columbia"
5933825,5914,"Thompson Cariboo Shuswap","British Columbia"
5933882,5914,"Thompson Cariboo Shuswap","British Columbia"
5933045,5914,"Thompson Cariboo Shuswap","British Columbia"
5933881,5914,"Thompson Cariboo Shuswap","British Columbia"
5933858,5914,"Thompson Cariboo Shuswap","British Columbia"
5927802,5933,"North Shore/Coast Garibaldi","British Columbia"
5924835,5943,"North Vancouver Island","British Columbia"
5933801,5914,"Thompson Cariboo Shuswap","British Columbia"
5949844,5951,"Northwest","British Columbia"
5909825,5921,"Fraser East","British Columbia"
5951827,5952,"Northern Interior","British Columbia"
5959810,5953,"Northeast","British Columbia"
5949843,5951,"Northwest","British Columbia"
5915065,5933,"North Shore/Coast Garibaldi","British Columbia"
5909810,5921,"Fraser East","British Columbia"
5921807,5942,"Central Vancouver Island","British Columbia"
5915809,5923,"Fraser South","British Columbia"
5909849,5921,"Fraser East","British Columbia"
5919802,5942,"Central Vancouver Island","British Columbia"
5923816,5942,"Central Vancouver Island","British Columbia"
5915807,5933,"North Shore/Coast Garibaldi","British Columbia"
5924840,5943,"North Vancouver Island","British Columbia"
5927012,5933,"North Shore/Coast Garibaldi","British Columbia"
5917804,5941,"South Vancouver Island","British Columbia"
5933845,5914,"Thompson Cariboo Shuswap","British Columbia"
5919820,5942,"Central Vancouver Island","British Columbia"
5941831,5914,"Thompson Cariboo Shuswap","British Columbia"
5901802,5911,"East Kootenay","British Columbia"
5924025,5943,"North Vancouver Island","British Columbia"
5924817,5943,"North Vancouver Island","British Columbia"
5923810,5942,"Central Vancouver Island","British Columbia"
5923809,5942,"Central Vancouver Island","British Columbia"
5909809,5921,"Fraser East","British Columbia"
5909838,5921,"Fraser East","British Columbia"
5909847,5921,"Fraser East","British Columbia"
5924814,5943,"North Vancouver Island","British Columbia"
5933897,5914,"Thompson Cariboo Shuswap","British Columbia"
5909843,5921,"Fraser East","British Columbia"
5941879,5914,"Thompson Cariboo Shuswap","British Columbia"
5909826,5921,"Fraser East","British Columbia"
5926801,5943,"North Vancouver Island","British Columbia"
5943806,5943,"North Vancouver Island","British Columbia"
5907806,5913,"Okanagan","British Columbia"
5933872,5914,"Thompson Cariboo Shuswap","British Columbia"
5917805,5941,"South Vancouver Island","British Columbia"
5915801,5923,"Fraser South","British Columbia"
5941806,5914,"Thompson Cariboo Shuswap","British Columbia"
5931817,5914,"Thompson Cariboo Shuswap","British Columbia"
5933842,5914,"Thompson Cariboo Shuswap","British Columbia"
5949818,5951,"Northwest","British Columbia"
5933802,5914,"Thompson Cariboo Shuswap","British Columbia"
5933813,5914,"Thompson Cariboo Shuswap","British Columbia"
5949819,5951,"Northwest","British Columbia"
5933851,5914,"Thompson Cariboo Shuswap","British Columbia"
5933848,5914,"Thompson Cariboo Shuswap","British Columbia"
5933840,5914,"Thompson Cariboo Shuswap","British Columbia"
5933870,5914,"Thompson Cariboo Shuswap","British Columbia"
5933836,5914,"Thompson Cariboo Shuswap","British Columbia"
5941856,5914,"Thompson Cariboo Shuswap","British Columbia"
5941808,5914,"Thompson Cariboo Shuswap","British Columbia"
5953802,5952,"Northern Interior","British Columbia"
5939806,5914,"Thompson Cariboo Shuswap","British Columbia"
5951830,5951,"Northwest","British Columbia"
5951833,5952,"Northern Interior","British Columbia"
5933841,5914,"Thompson Cariboo Shuswap","British Columbia"
5943815,5943,"North Vancouver Island","British Columbia"
5951829,5952,"Northern Interior","British Columbia"
5901805,5911,"East Kootenay","British Columbia"
5941855,5914,"Thompson Cariboo Shuswap","British Columbia"
5959809,5953,"Northeast","British Columbia"
5959805,5953,"Northeast","British Columbia"
5951818,5952,"Northern Interior","British Columbia"
5941852,5952,"Northern Interior","British Columbia"
5955812,5952,"Northern Interior","British Columbia"
5941873,5914,"Thompson Cariboo Shuswap","British Columbia"
5915020,5922,"Fraser North","British Columbia"
5915813,5923,"Fraser South","British Columbia"
5915805,5922,"Fraser North","British Columbia"
5907807,5913,"Okanagan","British Columbia"
5923802,5942,"Central Vancouver Island","British Columbia"
5909814,5921,"Fraser East","British Columbia"
5929801,5933,"North Shore/Coast Garibaldi","British Columbia"
5931801,5933,"North Shore/Coast Garibaldi","British Columbia"
5924805,5943,"North Vancouver Island","British Columbia"
5943813,5943,"North Vancouver Island","British Columbia"
5926802,5943,"North Vancouver Island","British Columbia"
5941827,5914,"Thompson Cariboo Shuswap","British Columbia"
5931833,5914,"Thompson Cariboo Shuswap","British Columbia"
5924836,5943,"North Vancouver Island","British Columbia"
5941872,5914,"Thompson Cariboo Shuswap","British Columbia"
5931821,5914,"Thompson Cariboo Shuswap","British Columbia"
5951849,5952,"Northern Interior","British Columbia"
5949820,5951,"Northwest","British Columbia"
5909835,5921,"Fraser East","British Columbia"
5933886,5914,"Thompson Cariboo Shuswap","British Columbia"
5941858,5933,"North Shore/Coast Garibaldi","British Columbia"
5933824,5914,"Thompson Cariboo Shuswap","British Columbia"
5933865,5914,"Thompson Cariboo Shuswap","British Columbia"
5933852,5914,"Thompson Cariboo Shuswap","British Columbia"
5951822,5952,"Northern Interior","British Columbia"
5933857,5914,"Thompson Cariboo Shuswap","British Columbia"
5943804,5943,"North Vancouver Island","British Columbia"
5933873,5914,"Thompson Cariboo Shuswap","British Columbia"
5951819,5952,"Northern Interior","British Columbia"
5933854,5914,"Thompson Cariboo Shuswap","British Columbia"
5933008,5913,"Okanagan","British Columbia"
5924813,5943,"North Vancouver Island","British Columbia"
5909833,5921,"Fraser East","British Columbia"
5919811,5942,"Central Vancouver Island","British Columbia"
5909882,5921,"Fraser East","British Columbia"
5909852,5921,"Fraser East","British Columbia"
5924818,5943,"North Vancouver Island","British Columbia"
5941881,5952,"Northern Interior","British Columbia"
5941807,5914,"Thompson Cariboo Shuswap","British Columbia"
5919803,5942,"Central Vancouver Island","British Columbia"
5915835,5922,"Fraser North","British Columbia"
5909850,5914,"Thompson Cariboo Shuswap","British Columbia"
5933896,5914,"Thompson Cariboo Shuswap","British Columbia"
5919821,5942,"Central Vancouver Island","British Columbia"
5909884,5921,"Fraser East","British Columbia"
5949846,5951,"Northwest","British Columbia"
5923803,5942,"Central Vancouver Island","British Columbia"
5933861,5914,"Thompson Cariboo Shuswap","British Columbia"
5901801,5911,"East Kootenay","British Columbia"
5923823,5942,"Central Vancouver Island","British Columbia"
5941885,5914,"Thompson Cariboo Shuswap","British Columbia"
5909812,5921,"Fraser East","British Columbia"
5957802,5951,"Northwest","British Columbia"
5941850,5914,"Thompson Cariboo Shuswap","British Columbia"
5909804,5921,"Fraser East","British Columbia"
5953801,5952,"Northern Interior","British Columbia"
5919808,5942,"Central Vancouver Island","British Columbia"
5933803,5914,"Thompson Cariboo Shuswap","British Columbia"
5923808,5942,"Central Vancouver Island","British Columbia"
5909808,5921,"Fraser East","British Columbia"
5941876,5914,"Thompson Cariboo Shuswap","British Columbia"
5947021,5951,"Northwest","British Columbia"
5931807,5933,"North Shore/Coast Garibaldi","British Columbia"
5941821,5914,"Thompson Cariboo Shuswap","British Columbia"
5949845,5951,"Northwest","British Columbia"
5919816,5942,"Central Vancouver Island","British Columbia"
5951813,5952,"Northern Interior","British Columbia"
5943816,5943,"North Vancouver Island","British Columbia"
5941835,5952,"Northern Interior","British Columbia"
5915804,5922,"Fraser North","British Columbia"
5941849,5914,"Thompson Cariboo Shuswap","British Columbia"
5943807,5943,"North Vancouver Island","British Columbia"
5933831,5914,"Thompson Cariboo Shuswap","British Columbia"
5951801,5952,"Northern Interior","British Columbia"
5951825,5952,"Northern Interior","British Columbia"
5933805,5914,"Thompson Cariboo Shuswap","British Columbia"
5941864,5952,"Northern Interior","British Columbia"
5951814,5952,"Northern Interior","British Columbia"
5951028,5951,"Northwest","British Columbia"
5933895,5914,"Thompson Cariboo Shuswap","British Columbia"
5923822,5942,"Central Vancouver Island","British Columbia"
5949805,5951,"Northwest","British Columbia"
5947810,5951,"Northwest","British Columbia"
5941817,5914,"Thompson Cariboo Shuswap","British Columbia"
5931818,5914,"Thompson Cariboo Shuswap","British Columbia"
5941818,5914,"Thompson Cariboo Shuswap","British Columbia"
5933823,5914,"Thompson Cariboo Shuswap","British Columbia"
5933837,5914,"Thompson Cariboo Shuswap","British Columbia"
5951811,5952,"Northern Interior","British Columbia"
5933839,5914,"Thompson Cariboo Shuswap","British Columbia"
5941866,5952,"Northern Interior","British Columbia"
5933810,5914,"Thompson Cariboo Shuswap","British Columbia"
5933012,5921,"Fraser East","British Columbia"
5909876,5921,"Fraser East","British Columbia"
5919818,5942,"Central Vancouver Island","British Columbia"
5941834,5933,"North Shore/Coast Garibaldi","British Columbia"
5951826,5952,"Northern Interior","British Columbia"
5951823,5952,"Northern Interior","British Columbia"
5907808,5913,"Okanagan","British Columbia"
5941805,5914,"Thompson Cariboo Shuswap","British Columbia"
5941803,5914,"Thompson Cariboo Shuswap","British Columbia"
5935012,5912,"Kootenay-Boundary","British Columbia"
5943836,5943,"North Vancouver Island","British Columbia"
5933866,5914,"Thompson Cariboo Shuswap","British Columbia"
5923813,5942,"Central Vancouver Island","British Columbia"
5933814,5914,"Thompson Cariboo Shuswap","British Columbia"
5923814,5942,"Central Vancouver Island","British Columbia"
5917802,5941,"South Vancouver Island","British Columbia"
5915020,5931,"Richmond","British Columbia"
5951844,5952,"Northern Interior","British Columbia"
5917801,5941,"South Vancouver Island","British Columbia"
5923825,5942,"Central Vancouver Island","British Columbia"
